match_id,duration,start_time,kills,deaths,assists,party_size,hero,team,win,ranked,avg_win_rate_20,avg_kills_20,avg_deaths_20,avg_assists_20,max_kills_20,max_deaths_20,max_assists_20
423834275,1534,1387081690,1,8,5,,Tiny,radiant,0,0,,,,,,,
423851469,2009,1387082556,5,6,8,,Spirit Breaker,dire,0,0,,,,,,,
423911835,1358,1387085373,0,11,1,,Slark,dire,0,0,,,,,,,
423961522,1138,1387087520,2,5,1,,Slark,dire,0,0,,,,,,,
434730633,3030,1387680924,4,8,8,,Sven,radiant,1,0,,,,,,,
439113840,1895,1387929847,16,4,5,,Sven,radiant,1,0,,,,,,,
563425791,2807,1394889369,6,10,17,,Ogre Magi,dire,0,0,,,,,,,
563531343,2175,1394893110,10,5,9,,Slark,dire,0,0,,,,,,,
632849459,2551,1398728256,7,2,11,,Phantom Lancer,radiant,1,0,,,,,,,
632874152,2190,1398731357,1,9,5,,Slark,radiant,0,0,,,,,,,
632950243,3307,1398739544,7,13,17,,Huskar,radiant,1,0,,,,,,,
633043767,2610,1398747636,14,12,5,,Huskar,dire,0,0,,,,,,,
633092503,2681,1398751209,11,8,7,,Legion Commander,dire,1,0,,,,,,,
749622680,2224,1404102668,1,6,3,,Lifestealer,dire,0,0,,,,,,,
753199371,1557,1404262763,0,3,5,,Legion Commander,dire,1,0,,,,,,,
755063830,2749,1404352260,9,6,13,,Drow Ranger,dire,1,0,,,,,,,
755137268,1736,1404357916,10,4,6,,Huskar,dire,1,0,,,,,,,
755631001,2104,1404383491,8,3,2,,Huskar,dire,1,0,,,,,,,
2610359100,3050,1472561419,8,9,2,,Huskar,dire,1,0,,,,,,,
2612240210,2369,1472635271,4,9,8,,Spirit Breaker,radiant,0,0,0.5,6.2,7.05,6.9,16.0,13.0,17.0
2612336229,3453,1472638207,12,8,24,,Lifestealer,dire,0,0,0.5,6.75,7.05,7.85,16.0,13.0,24.0
2612625898,3442,1472646300,8,6,14,,Legion Commander,radiant,0,0,0.5,6.9,7.05,8.15,16.0,13.0,24.0
2614385564,2041,1472721309,16,0,20,,Abaddon,dire,1,0,0.55,7.7,6.5,9.1,16.0,13.0,24.0
2614918688,3080,1472737039,4,12,10,,Huskar,radiant,0,0,0.55,7.8,6.85,9.55,16.0,13.0,24.0
2616873627,2842,1472820483,3,10,8,,Clinkz,radiant,0,0,0.5,7.75,6.95,9.55,16.0,13.0,24.0
2617333087,2651,1472831685,11,4,11,,Phantom Assassin,radiant,1,0,0.5,7.5,6.95,9.85,16.0,13.0,24.0
2619366826,3078,1472909209,4,7,22,,Ogre Magi,radiant,1,0,0.55,7.4,6.8,10.1,16.0,13.0,24.0
2619522716,2109,1472912727,8,6,9,,Slark,dire,1,0,0.6,7.3,6.85,10.1,16.0,13.0,24.0
2619646320,2795,1472915574,9,8,17,,Abaddon,radiant,1,0,0.6,7.4,7.15,10.4,16.0,13.0,24.0
2621739417,2024,1472988237,4,9,5,,Sven,dire,0,0,0.6,7.55,7.15,10.4,16.0,13.0,24.0
2621839803,3197,1472990793,7,9,27,,Ogre Magi,radiant,1,0,0.6,7.55,6.95,10.9,16.0,12.0,27.0
2621989044,4016,1472994376,8,17,24,,Spirit Breaker,radiant,0,0,0.6,7.25,7.2,11.85,16.0,17.0,27.0
2622167464,1893,1472998654,3,5,5,,Abaddon,dire,0,0,0.55,6.85,7.05,11.75,16.0,17.0,27.0
2623772291,3647,1473071586,4,8,14,,Drow Ranger,dire,0,0,0.55,7.0,7.15,12.3,16.0,17.0,27.0
2623974004,2542,1473078007,4,4,15,,Tusk,radiant,1,0,0.55,7.2,7.2,12.8,16.0,17.0,27.0
2624135601,3110,1473082267,5,7,21,,Tiny,radiant,1,0,0.55,7.0,7.25,13.2,16.0,17.0,27.0
2625797002,2129,1473157505,10,3,11,,Luna,dire,1,0,0.55,7.0,7.2,13.45,16.0,17.0,27.0
2625867899,1361,1473160006,1,1,0,,Spirit Breaker,dire,0,0,0.5,6.65,7.1,13.35,16.0,17.0,27.0
2625906388,2283,1473161298,10,5,23,,Ogre Magi,radiant,1,0,0.5,6.75,6.9,14.4,16.0,17.0,27.0
2625993429,2561,1473163986,3,6,4,,Lifestealer,radiant,0,0,0.5,6.7,6.75,14.2,16.0,17.0,27.0
2626097545,2057,1473166894,2,2,15,,Wraith King,radiant,1,0,0.55,6.2,6.45,13.75,16.0,17.0,27.0
2627898799,1938,1473248000,13,1,11,,Zeus,radiant,1,0,0.6,6.45,6.2,13.6,16.0,17.0,27.0
2627980560,3127,1473250470,20,11,10,,Huskar,radiant,0,0,0.55,6.65,6.75,13.1,20.0,17.0,27.0
2628118316,1673,1473254223,3,1,1,,Abaddon,radiant,0,0,0.55,6.6,6.2,12.65,20.0,17.0,27.0
2630111587,3410,1473340095,8,11,13,,Slark,dire,0,0,0.55,6.85,6.25,12.9,20.0,17.0,27.0
2632237486,3170,1473427654,9,11,9,,Enchantress,radiant,0,0,0.5,6.75,6.6,12.8,20.0,17.0,27.0
2632391881,2479,1473431309,6,5,8,,Riki,dire,1,0,0.5,6.85,6.5,12.1,20.0,17.0,27.0
2634776790,3434,1473515246,7,7,17,,Spectre,radiant,0,0,0.45,6.8,6.55,12.5,20.0,17.0,27.0
2634950813,2845,1473519223,13,1,11,,Nature's Prophet,dire,1,0,0.45,7.0,6.2,12.2,20.0,17.0,27.0
2635817183,1443,1473548852,6,9,2,,Huskar,dire,0,0,0.45,7.1,6.2,12.05,20.0,17.0,27.0
2635841554,3008,1473550403,17,8,16,,Huskar,dire,1,0,0.45,7.6,6.15,11.5,20.0,17.0,24.0
2635903351,813,1473554386,0,0,0,,Tiny,radiant,0,0,0.45,7.2,5.3,10.3,20.0,11.0,23.0
2635915191,1573,1473555127,0,3,1,,Nature's Prophet,radiant,1,0,0.5,7.05,5.2,10.1,20.0,11.0,23.0
2636350992,2048,1473572716,1,2,1,,Legion Commander,dire,0,0,0.5,6.9,4.9,9.45,20.0,11.0,23.0
2636412902,2622,1473574610,2,4,15,,Bounty Hunter,radiant,1,0,0.5,6.8,4.9,9.45,20.0,11.0,23.0
2637472134,3287,1473601921,7,8,14,,Legion Commander,dire,1,0,0.5,6.9,4.95,9.1,20.0,11.0,23.0
2639582529,2414,1473684436,5,8,11,,Slark,radiant,0,0,0.45,6.65,5.2,9.1,20.0,11.0,23.0
2639694012,2887,1473687343,6,3,29,,Tiny,radiant,1,0,0.5,6.9,5.3,10.55,20.0,11.0,29.0
2641400038,2978,1473764534,8,8,11,,Legion Commander,radiant,1,0,0.5,6.8,5.45,9.95,20.0,11.0,29.0
2645425819,2688,1473930557,9,8,21,,Zeus,dire,1,0,0.55,7.1,5.55,10.8,20.0,11.0,29.0
2645521066,1304,1473933779,1,1,10,,Vengeful Spirit,radiant,1,0,0.55,7.05,5.5,10.55,20.0,11.0,29.0
2645568351,2691,1473935380,14,3,17,,Lifestealer,dire,1,0,0.55,7.1,5.6,10.85,20.0,11.0,29.0
2648132517,3629,1474029472,5,10,11,,Abaddon,dire,1,0,0.6,6.35,5.55,10.9,17.0,11.0,29.0
2648304176,2998,1474033584,9,16,13,,Huskar,radiant,0,0,0.6,6.65,6.3,11.5,17.0,16.0,29.0
2650654558,1902,1474115070,0,10,4,,Troll Warlord,dire,0,0,0.6,6.25,6.25,11.05,17.0,16.0,29.0
2650746758,2270,1474117238,12,2,17,,Troll Warlord,dire,1,0,0.65,6.4,5.8,11.45,17.0,16.0,29.0
2650874674,3043,1474120169,7,2,45,,Ogre Magi,radiant,1,0,0.65,6.45,5.65,13.3,17.0,16.0,45.0
2652096780,2298,1474165771,3,9,4,,Luna,dire,0,0,0.65,6.25,5.75,12.65,17.0,16.0,45.0
2652157989,2847,1474168609,3,10,6,,Sniper,dire,0,0,0.6,5.75,6.2,12.4,17.0,16.0,45.0
2652237363,2612,1474172053,12,5,22,,Spirit Breaker,radiant,1,0,0.65,6.05,6.0,13.4,17.0,16.0,45.0
2652322887,2352,1474175363,10,6,3,,Legion Commander,dire,0,0,0.6,5.7,5.9,12.75,14.0,16.0,45.0
2653067755,2345,1474197958,1,8,6,,Nature's Prophet,dire,0,0,0.6,5.75,6.3,13.05,14.0,16.0,45.0
2653173740,2989,1474200762,6,10,16,,Slark,dire,1,0,0.6,6.05,6.65,13.8,14.0,16.0,45.0
2654885603,1581,1474274258,3,7,0,,Clinkz,radiant,0,0,0.6,6.15,6.9,13.75,14.0,16.0,45.0
2654933129,2236,1474276134,6,2,12,,Vengeful Spirit,radiant,1,0,0.6,6.35,6.8,13.6,14.0,16.0,45.0
2655007927,1972,1474278919,3,3,10,,Riki,radiant,0,0,0.55,6.15,6.55,13.4,14.0,16.0,45.0
2655077740,2332,1474281399,11,3,13,,Lifestealer,dire,1,0,0.6,6.45,6.3,13.5,14.0,16.0,45.0
2655161592,2587,1474284203,7,9,8,,Legion Commander,radiant,0,0,0.55,6.5,6.6,12.45,14.0,16.0,45.0
2655258855,2798,1474287182,7,8,19,,Ogre Magi,radiant,1,0,0.55,6.45,6.6,12.85,14.0,16.0,45.0
2655384460,2788,1474290615,9,10,14,,Troll Warlord,radiant,1,0,0.55,6.45,6.7,12.5,14.0,16.0,45.0
2657284367,3447,1474375569,17,9,14,,Slark,dire,0,0,0.5,7.25,7.1,12.7,17.0,16.0,45.0
2658845035,2774,1474448829,1,13,5,,Death Prophet,radiant,0,0,0.45,6.6,7.6,12.1,17.0,16.0,45.0
2658932372,2313,1474452161,4,6,13,,Nature's Prophet,radiant,0,0,0.4,6.55,7.4,12.2,17.0,16.0,45.0
2659196839,3907,1474460855,24,12,9,,Huskar,radiant,0,0,0.4,7.3,7.2,12.0,24.0,13.0,45.0
2663462236,2799,1474637601,13,8,12,,Troll Warlord,dire,0,0,0.4,7.95,7.1,12.4,24.0,13.0,45.0
2674381746,2655,1475058031,3,7,8,,Alchemist,radiant,0,0,0.35,7.5,7.35,11.95,24.0,13.0,45.0
2674451810,2435,1475060476,1,7,7,,Drow Ranger,radiant,0,0,0.3,7.2,7.6,10.05,24.0,13.0,22.0
2676519301,1217,1475149190,2,7,2,,Huskar,radiant,0,0,0.3,7.15,7.5,9.95,24.0,13.0,22.0
2676574036,1489,1475150852,0,6,4,,Legion Commander,radiant,0,0,0.3,7.0,7.3,9.85,24.0,13.0,22.0
2676640810,2425,1475152732,9,1,16,,Ogre Magi,dire,1,0,0.3,6.85,7.1,9.55,24.0,13.0,19.0
2679030288,2380,1475245870,6,7,2,,Huskar,radiant,0,0,0.3,6.65,7.15,9.5,24.0,13.0,19.0
2683499165,2575,1475404243,18,6,12,,Phantom Lancer,dire,1,0,0.35,7.5,7.05,9.8,24.0,13.0,19.0
2686995884,1695,1475548349,2,4,3,,Tiny,radiant,0,0,0.3,7.3,6.75,9.15,24.0,13.0,19.0
2687032198,3599,1475550431,11,10,12,,Enchantress,dire,0,0,0.3,7.7,6.9,9.75,24.0,13.0,19.0
2693969312,2064,1475838531,3,7,4,,Abaddon,dire,0,0,0.25,7.55,7.15,9.35,24.0,13.0,19.0
2694050206,2210,1475841065,12,4,19,,Zeus,dire,1,0,0.3,8.0,7.2,9.8,24.0,13.0,19.0
2694146736,3529,1475843726,6,8,19,,Legion Commander,radiant,1,0,0.3,7.75,7.45,10.1,24.0,13.0,19.0
2698315984,1709,1475995809,10,1,7,,Luna,radiant,1,0,0.35,7.9,7.05,10.05,24.0,13.0,19.0
2698649456,2868,1476005799,11,8,29,,Luna,dire,1,0,0.35,8.1,7.05,10.55,24.0,13.0,29.0
2698830012,3209,1476010975,6,8,6,,Nature's Prophet,radiant,0,0,0.3,7.95,6.95,10.15,24.0,13.0,29.0
2709411774,2414,1476449724,11,4,4,,Huskar,radiant,1,0,0.35,7.65,6.7,9.65,24.0,13.0,29.0
2711856720,3641,1476534161,5,6,33,,Tiny,radiant,0,0,0.35,7.85,6.35,11.05,24.0,12.0,33.0
2713685187,2128,1476599131,12,2,11,,Troll Warlord,radiant,1,0,0.4,8.25,6.15,10.95,24.0,12.0,33.0
2714023235,2858,1476608427,16,2,17,,Weaver,dire,1,0,0.45,7.85,5.65,11.35,18.0,10.0,33.0
2714145356,3347,1476611763,5,10,35,,Ogre Magi,radiant,1,0,0.5,7.45,5.75,12.5,18.0,10.0,35.0
2714290682,2123,1476615746,2,13,3,,Huskar,radiant,0,0,0.5,7.4,6.05,12.25,18.0,13.0,35.0
2720307507,1939,1476873742,9,2,4,,Legion Commander,dire,1,0,0.55,7.8,5.8,12.1,18.0,13.0,35.0
2724429143,2791,1477047535,5,11,11,,Nature's Prophet,dire,1,0,0.6,7.95,6.0,12.55,18.0,13.0,35.0
2724533546,3807,1477050774,14,11,14,,Legion Commander,dire,0,0,0.6,8.65,6.25,13.05,18.0,13.0,35.0
2726869853,3293,1477133946,2,9,9,,Lifestealer,dire,0,0,0.55,8.3,6.65,12.7,18.0,13.0,35.0
2727012506,3688,1477137632,6,7,13,,Abaddon,dire,0,0,0.55,8.3,6.65,13.25,18.0,13.0,35.0
2727185068,3182,1477141697,13,11,21,,Zeus,dire,0,0,0.5,8.05,6.9,13.7,16.0,13.0,35.0
2729568027,1991,1477221442,0,1,1,,Sven,dire,1,0,0.55,7.95,6.75,13.6,16.0,13.0,35.0
2729623715,3189,1477222928,8,7,14,,Vengeful Spirit,dire,0,0,0.55,7.8,6.6,13.7,16.0,13.0,35.0
2739590636,2602,1477649716,8,2,12,,Ogre Magi,radiant,1,0,0.6,8.05,6.35,14.1,16.0,13.0,35.0
2739681924,2020,1477652818,6,6,10,,Spirit Breaker,dire,0,0,0.55,7.75,6.45,13.65,16.0,13.0,35.0
2739764894,2256,1477655336,18,1,6,,Luna,dire,1,0,0.55,8.35,6.1,13.0,18.0,13.0,35.0
2741443747,2857,1477719625,8,7,10,,Sven,radiant,0,0,0.5,8.25,6.4,13.15,18.0,13.0,35.0
2741726846,1938,1477729588,5,5,4,,Riki,radiant,0,0,0.45,7.95,6.25,11.9,18.0,13.0,35.0
2741793458,2843,1477732027,18,2,13,,Riki,dire,1,0,0.5,8.55,5.95,12.25,18.0,13.0,35.0
2741881331,2276,1477735443,10,1,3,,Luna,radiant,1,0,0.5,8.5,5.8,12.2,18.0,13.0,35.0
2741948713,2632,1477737988,17,4,10,,Troll Warlord,dire,1,0,0.55,9.1,5.7,11.05,18.0,13.0,35.0
2744281927,3494,1477820286,10,12,19,,Juggernaut,dire,0,0,0.5,9.0,6.2,11.45,18.0,13.0,35.0
2748762707,2158,1477993908,15,6,19,,Zeus,radiant,1,0,0.5,8.95,6.4,11.55,18.0,13.0,35.0
2748838583,2218,1477996515,17,5,18,,Riki,radiant,1,0,0.5,9.55,6.15,10.7,18.0,13.0,21.0
2752935900,2341,1478160134,9,4,10,,Legion Commander,radiant,1,0,0.55,9.9,5.7,11.05,18.0,12.0,21.0
2753014801,2125,1478162950,3,5,4,,Phantom Lancer,dire,0,0,0.5,9.6,5.85,11.05,18.0,12.0,21.0
2753090358,2321,1478165539,0,8,7,,Nature's Prophet,radiant,0,0,0.45,9.35,5.7,10.85,18.0,12.0,21.0
2753175391,2005,1478168383,7,3,9,,Abaddon,radiant,1,0,0.5,9.0,5.3,10.6,18.0,12.0,21.0
2755488405,2372,1478264441,13,4,8,,Legion Commander,dire,1,0,0.55,9.55,5.05,10.55,18.0,12.0,21.0
2755611262,3139,1478267254,10,5,7,,Luna,radiant,0,0,0.55,9.75,4.95,10.25,18.0,12.0,21.0
2757920755,3187,1478348207,13,8,5,,Riki,radiant,0,0,0.55,9.75,4.8,9.45,18.0,12.0,19.0
2759366419,3032,1478394669,20,6,16,,Spirit Breaker,dire,1,0,0.55,10.75,5.05,10.2,20.0,12.0,19.0
2759773686,2605,1478411593,12,7,14,,Zeus,dire,1,0,0.6,10.95,5.05,10.2,20.0,12.0,19.0
2762591850,2498,1478516948,10,6,10,,Lifestealer,radiant,1,0,0.6,11.05,5.25,10.1,20.0,12.0,19.0
2764549016,3537,1478601519,17,6,33,,Zeus,radiant,1,0,0.65,11.6,5.25,11.25,20.0,12.0,33.0
2770619402,2285,1478862132,12,3,15,,Troll Warlord,radiant,1,0,0.65,11.3,5.35,11.7,20.0,12.0,33.0
2770724002,2203,1478865296,2,3,5,,Huskar,radiant,1,0,0.7,11.0,5.15,11.45,20.0,12.0,33.0
2770820043,2418,1478867898,8,1,3,,Legion Commander,dire,1,0,0.75,11.15,4.95,11.4,20.0,12.0,33.0
2770933273,3809,1478870713,2,10,24,,Ogre Magi,radiant,0,0,0.7,10.35,5.35,11.95,20.0,12.0,33.0
2773096964,5366,1478948379,12,13,33,,Zeus,dire,0,0,0.65,10.45,5.95,13.45,20.0,13.0,33.0
2773347834,3012,1478954610,6,11,6,,Huskar,radiant,0,0,0.6,9.9,6.3,13.25,20.0,13.0,33.0
2775245953,1646,1479019150,1,5,4,,Troll Warlord,dire,0,0,0.6,9.45,5.95,12.5,20.0,13.0,33.0
2775774009,2750,1479033925,8,3,16,,Luna,dire,1,0,0.6,9.1,5.8,12.35,20.0,13.0,33.0
2786414641,1996,1479472620,14,6,4,,Huskar,radiant,1,0,0.6,8.95,5.85,11.65,20.0,13.0,33.0
2791520387,1854,1479642928,6,9,4,,Zeus,dire,0,0,0.55,8.8,6.1,11.35,20.0,13.0,33.0
2795576256,1423,1479812118,0,0,1,,Riki,dire,1,0,0.6,8.65,5.85,11.2,20.0,13.0,33.0
2795634310,3297,1479814026,12,19,11,,Huskar,radiant,0,0,0.6,9.25,6.4,11.4,20.0,19.0,33.0
2800977213,1688,1480036692,2,2,7,,Lifestealer,dire,1,0,0.6,9.0,6.35,11.3,20.0,19.0,33.0
2801100207,3999,1480043871,11,17,15,,Luna,radiant,1,0,0.6,8.9,7.0,11.65,20.0,19.0,33.0
2801655777,2024,1480067101,8,6,8,,Weaver,radiant,1,0,0.65,8.8,7.05,11.7,20.0,19.0,33.0
2801728142,1789,1480069660,0,5,5,,Wraith King,dire,0,0,0.65,8.15,6.9,11.7,20.0,19.0,33.0
2801799659,3529,1480072014,13,9,27,,Zeus,dire,0,0,0.6,7.8,7.05,12.25,17.0,19.0,33.0
2801941448,2068,1480076164,2,6,1,,Troll Warlord,dire,0,0,0.55,7.3,7.0,11.6,17.0,19.0,33.0
2802102228,3273,1480080246,4,13,10,,Slark,dire,1,0,0.55,7.0,7.35,11.6,17.0,19.0,33.0
2805826548,3008,1480205131,17,8,13,,Legion Commander,radiant,1,0,0.55,7.0,7.45,10.6,17.0,19.0,33.0
2806526466,2727,1480232842,14,8,12,,Troll Warlord,radiant,1,0,0.55,7.1,7.7,10.45,17.0,19.0,33.0
2806903954,2367,1480243365,2,4,15,,Zeus,dire,1,0,0.55,7.1,7.75,10.95,17.0,19.0,33.0
2807006769,4002,1480246138,17,12,22,,Luna,dire,1,0,0.55,7.55,8.3,11.9,17.0,19.0,33.0
2811051712,1987,1480414167,8,11,2,,Huskar,radiant,0,0,0.55,7.85,8.35,10.8,17.0,19.0,33.0
2811117022,1979,1480416488,6,3,10,,Legion Commander,dire,1,0,0.6,7.55,7.85,9.65,17.0,19.0,27.0
2813249956,3527,1480504006,20,8,17,,Riki,radiant,0,0,0.6,8.25,7.7,10.2,20.0,19.0,27.0
2815284356,1893,1480590051,1,4,7,,Luna,dire,1,0,0.65,8.25,7.65,10.35,20.0,19.0,27.0
2815360483,3010,1480592460,5,11,10,,Chaos Knight,dire,0,0,0.6,8.1,8.05,10.05,20.0,19.0,27.0
2822402277,856,1480848890,2,1,1,,Zeus,dire,1,0,0.6,7.5,7.8,9.9,20.0,19.0,27.0
2850237182,2879,1481891423,10,10,11,,Drow Ranger,radiant,1,0,0.65,7.7,7.85,10.25,20.0,19.0,27.0
2850385728,3630,1481894778,16,17,12,,Huskar,radiant,1,0,0.65,8.5,8.7,10.8,20.0,19.0,27.0
2852512867,2213,1481970226,26,4,17,,Troll Warlord,dire,1,0,0.7,9.2,7.95,11.1,26.0,17.0,27.0
2852617816,2396,1481972978,1,10,15,,Nature's Prophet,radiant,0,0,0.65,9.15,8.35,11.5,26.0,17.0,27.0
2855316835,3216,1482057885,6,7,8,,Luna,dire,0,0,0.6,8.9,7.85,11.15,26.0,17.0,27.0
2859810909,2856,1482232282,3,6,6,,Luna,dire,1,0,0.6,8.65,7.85,11.05,26.0,17.0,27.0
2865744945,1409,1482475933,3,2,2,,Legion Commander,radiant,1,0,0.65,8.8,7.7,10.9,26.0,17.0,27.0
2866338933,3249,1482496118,9,13,8,,Legion Commander,radiant,0,0,0.65,8.6,7.9,9.95,26.0,17.0,22.0
2869827047,2099,1482634285,20,5,5,,Huskar,radiant,1,0,0.7,9.5,7.85,10.15,26.0,17.0,22.0
2869877906,2700,1482636879,12,7,18,,Spirit Breaker,dire,0,0,0.65,9.9,7.55,10.55,26.0,17.0,22.0
2870127665,2313,1482646962,4,7,9,,Zeus,dire,0,0,0.6,9.25,7.5,10.35,26.0,17.0,22.0
2870213399,4050,1482649679,16,13,12,,Luna,radiant,0,0,0.55,9.35,7.75,10.35,26.0,17.0,22.0
2872355585,3196,1482727997,10,8,23,,Slark,dire,1,0,0.55,9.75,7.95,10.75,26.0,17.0,23.0
2872443428,3471,1482731758,24,10,12,,Troll Warlord,radiant,1,0,0.55,10.1,7.85,10.25,26.0,17.0,23.0
2875024206,1994,1482830648,16,1,21,,Bounty Hunter,radiant,1,0,0.6,10.5,7.35,11.2,26.0,17.0,23.0
2875214803,2604,1482837088,10,6,13,,Abaddon,dire,1,0,0.6,10.7,7.5,11.35,26.0,17.0,23.0
2875345200,1998,1482840879,6,1,9,,Slark,dire,1,0,0.65,10.0,7.15,10.95,26.0,17.0,23.0
2875439567,3114,1482843363,6,12,12,,Legion Commander,dire,0,0,0.6,10.25,7.55,11.2,26.0,17.0,23.0
2876481859,2230,1482880351,4,7,10,,Luna,dire,0,0,0.6,10.2,7.35,11.2,26.0,17.0,23.0
2876518686,2522,1482883024,2,6,5,,Sniper,dire,0,0,0.55,10.2,7.6,11.4,26.0,17.0,23.0
2877416249,2995,1482922384,10,4,20,,Wraith King,radiant,1,0,0.55,10.2,7.3,11.85,26.0,17.0,23.0
2877534182,2759,1482925933,11,12,6,,Huskar,radiant,0,0,0.5,9.95,7.05,11.55,26.0,13.0,23.0
2877671137,3583,1482929626,10,10,6,,Alchemist,dire,0,0,0.45,9.15,7.35,11.0,24.0,13.0,23.0
2878741536,3728,1482968484,11,8,19,,Sniper,radiant,0,0,0.45,9.65,7.25,11.2,24.0,13.0,23.0
2878799476,2917,1482972872,1,11,13,,Alchemist,dire,0,0,0.45,9.4,7.45,11.45,24.0,13.0,23.0
2878885529,3370,1482978437,20,10,10,,Legion Commander,radiant,1,0,0.45,10.25,7.65,11.65,24.0,13.0,23.0
2879555281,1779,1483006084,13,1,11,,Sniper,radiant,1,0,0.45,10.75,7.6,12.1,24.0,13.0,23.0
2879623506,2579,1483008363,21,2,14,,Riki,dire,1,0,0.5,11.35,7.05,12.4,24.0,13.0,23.0
2879798010,2661,1483013540,3,7,14,,Zeus,radiant,1,0,0.5,10.5,7.15,12.85,24.0,13.0,23.0
2899988679,1615,1483786120,6,1,22,,Zeus,radiant,1,0,0.55,10.2,6.85,13.05,24.0,13.0,23.0
2900061814,3829,1483788277,10,13,22,,Slark,radiant,1,0,0.6,10.5,7.15,13.7,24.0,13.0,23.0
2900224099,2080,1483792655,4,7,10,,Troll Warlord,radiant,1,0,0.65,9.9,6.85,13.6,24.0,13.0,23.0
2902190246,2560,1483864206,3,8,7,,Slark,radiant,0,0,0.6,9.55,6.85,12.8,24.0,13.0,22.0
2902285431,3287,1483867200,14,10,9,,Legion Commander,radiant,0,0,0.55,9.05,6.85,12.65,21.0,13.0,22.0
2902448774,2444,1483872352,12,7,16,,Luna,radiant,1,0,0.55,8.85,7.15,12.4,21.0,13.0,22.0
2904345002,2371,1483949662,14,5,13,,Legion Commander,radiant,1,0,0.55,9.05,7.1,12.4,21.0,13.0,22.0
2904423708,4581,1483952553,16,14,25,,Spirit Breaker,radiant,1,0,0.55,9.55,7.75,13.2,21.0,14.0,25.0
2906531643,2928,1484040914,12,5,8,,Weaver,radiant,0,0,0.55,9.85,7.4,13.0,21.0,14.0,25.0
2906628677,3721,1484044407,4,9,12,,Nature's Prophet,radiant,0,0,0.55,9.85,7.5,13.1,21.0,14.0,25.0
2908440344,1871,1484122957,9,2,11,,Wraith King,dire,1,0,0.6,10.2,7.3,13.4,21.0,14.0,25.0
2908503573,3588,1484125353,40,12,9,,Huskar,dire,0,0,0.55,11.7,7.7,12.85,40.0,14.0,25.0
2908624355,3817,1484129803,3,10,24,,Ogre Magi,radiant,0,0,0.55,11.3,7.6,13.75,40.0,14.0,25.0
2911873593,3060,1484269940,9,12,14,,Troll Warlord,dire,0,0,0.55,11.25,7.7,14.15,40.0,14.0,25.0
2911921700,3742,1484273517,9,7,20,,Slark,dire,1,0,0.6,11.15,7.65,14.2,40.0,14.0,25.0
2912150935,2654,1484287065,13,6,7,,Bounty Hunter,radiant,0,0,0.6,11.75,7.4,13.9,40.0,14.0,25.0
2912442692,3265,1484299399,11,8,15,,Bounty Hunter,dire,0,0,0.55,11.3,7.3,14.15,40.0,14.0,25.0
2912542292,2516,1484303187,20,2,10,,Juggernaut,radiant,1,0,0.55,11.65,7.35,14.1,40.0,14.0,25.0
2912737753,3365,1484309760,2,13,18,,Vengeful Spirit,radiant,0,0,0.5,10.7,7.9,14.3,40.0,14.0,25.0
2912876945,2789,1484313585,1,5,8,,Abaddon,radiant,1,0,0.5,10.6,7.8,14.0,40.0,14.0,25.0
2927066308,2899,1484905256,3,12,12,,Drow Ranger,radiant,0,0,0.45,10.45,8.35,13.5,40.0,14.0,25.0
2927156828,2085,1484908725,8,11,6,,Huskar,dire,0,0,0.4,10.35,8.25,12.7,40.0,14.0,25.0
2927254084,2282,1484912118,2,8,6,,Lifestealer,dire,0,0,0.35,10.25,8.3,12.5,40.0,14.0,25.0
2927339312,2182,1484914796,10,2,15,,Sniper,radiant,1,0,0.4,10.6,8.0,12.9,40.0,14.0,25.0
2929342320,2323,1484994352,12,4,13,,Legion Commander,radiant,1,0,0.45,10.5,7.7,13.1,40.0,14.0,25.0
2929431359,1983,1484997158,5,1,11,,Sniper,radiant,1,0,0.45,10.15,7.4,12.85,40.0,14.0,25.0
2929580856,3530,1485001458,9,12,15,,Juggernaut,dire,1,0,0.45,9.9,7.75,12.95,40.0,14.0,25.0
2931705524,2648,1485081344,6,10,18,,Luna,radiant,1,0,0.45,9.4,7.55,12.6,40.0,13.0,24.0
2937646323,2802,1485341143,11,2,5,,Legion Commander,radiant,1,0,0.5,9.35,7.4,12.45,40.0,13.0,24.0
2937738045,2859,1485344464,4,9,10,,Sniper,radiant,0,0,0.5,9.35,7.4,12.35,40.0,13.0,24.0
2937854802,3545,1485348156,15,10,12,,Slark,dire,0,0,0.45,9.65,7.8,12.4,40.0,13.0,24.0
2939804742,3271,1485432288,15,15,13,,Phantom Lancer,dire,0,0,0.45,8.4,7.95,12.6,20.0,15.0,24.0
2947228340,1970,1485600504,2,5,7,,Lifestealer,dire,0,0,0.45,8.35,7.7,11.75,20.0,15.0,20.0
2947416283,3821,1485603282,12,10,11,,Legion Commander,dire,1,0,0.5,8.5,7.6,11.6,20.0,15.0,20.0
2947817445,2893,1485608787,2,9,6,,Sniper,dire,0,0,0.45,8.15,7.7,10.9,20.0,15.0,18.0
2959159476,3328,1485856028,10,13,17,,Troll Warlord,dire,0,0,0.45,8.0,8.05,11.4,20.0,15.0,18.0
2959348937,3032,1485859909,12,7,30,,Spirit Breaker,radiant,1,0,0.5,8.05,8.0,12.15,20.0,15.0,30.0
